-aik,dollar
kji'paqnto'sit,scratch himself
kjipa'tlia's,bishop
kjipa'tlia's_ewkwam,Bishop's_garment!_(exclamation_of_surprise)
Kji-puktuk,"Halifax, NS"
Kji-puktukewa'j,Haligonian
kjipulkowei,epilepsy
kjisape'wit,patron_saint
kjitloqomuaqn,rocking_chair
kjitmei,genuine
kji-winsit,devil
kji·kawa'suinu,fast_runner
klap,club_(in_cards)
klapis,finally
klaptan,blacksmith
klatpetaw,hornpow_(kind_of_fish)
klitam,birthmark
klitaw,strawberry
kljimanaqsi,bay berry bush
klmuej,mosquito
klmuejmnaqsi,serviceberry_bush
klmuejuapskw,piece_of_coal
kloq,sculpin
kloqewei,hook
kloqiej,swamp_robin_(whippoorwill)
kloqontiej,gull
klo'qowei,closet
kloqowej,star
kloqowe'ji'j,basket
kloqowejmanaqsi,star flower
klpisun,anchor
KLTASKITNUTUK,HAIR IS FROZEN
klujjewtaqta'sit,skip_with_cross(jump_rope)
klujjewta'sit,crucifix
klujjiewto't,Good Friday
kluk,goiter
klumk,grain of wheat
klumkowoqsi'l,straw
klumkul,wheat_plant
Kluskap,Glooscap_(culture_hero)
klusuaqn,word
kmenie'wit,receive_holy_communion
kmetuk,beside
kmitki'nu,homeland
kmtn,mountain
kmuej,boil
kmu'j,stick
kmu'j,lumber_tree
kmu'je'kaqn,lumbering
kmu'je'ket,cut_lumber
kmu'ji'j,small_stick
kmu'ji'japi,soft maple
kmu'ji'kan,wooden_house
kmu'jmin,raspberry
kmutnes,thief
kmutnes,rogue
kmutno'qn,stolen property
kmutta'tl,beat_with_a_stick
kmutte'k,beat_with_a_stick
kna'ji'j,nit
kna'ji'juatpat,nits in hair
kna'taqn,decoration
kne'k,later
knekk,far
knek_wetakutijik,distant_relatives_or_relations
knu'kwaqn,marker
knu'kwatikn,letter_(alphabet)
ko'km,tree old
ko'komin,thornberry
ko'kominaqsi,hawthornberry_bush
ko'lail,kerosene
komkwej,sucker_(fish)
komkwejui'kaqn,hieroglyphics
komkwejuikasik,hieroglyphs
komkwejui'kasɨk,
komkwejui'kiket,writes_using_Mi'gmaq_hieroglyphics
ko'pikn,dip_net_(for_fish)
kopit,beaver
kopite'skw,female_beaver
kopitewe'ket,trap_beaver
kopkej,sawwhet
kopskwetm,eel
koqaje'k,correct
koqaji-tla'tekey,do it correctly
koqa'lik,collar someone
koqa'tekey,wrestle
ko'qm,tree
ko'qn,scum
koqowei,what
koqqaja'teket,do_correctly
koqqajiwnaqto'sit,skip_correctly
koqqwa'latl,grab
koqqwa'tu,grab
koqujmu'j,cuckoo
koqwaja'taqn,justice
koqwaja'tu,revise
koqwajitutm,act right
koqwaji-wije'tultikl,match
koqwaju,straight
koqwa'taqn,booty
koqwattek,straight
koqwei_net,what_is_this?
koqwei_ta,what_about_it?
koqwei_ukjit,what_for?
ko'sikna'q,pan
kpɨte'sn,south
kpi'tnewei,distribution
kpjoqikn,bottle_cover
ksɨkeltaqn,valued_and_protected
ksin,past_winter
ksinuk,next_winter
ksipistaqno'suti,pin
ksipo'qiwan,scratching_place
ksipukuo'qney-malpale'wit,quack
ksipu'taqn,victory
ksipu'taqn,game
ksisipem,mate
ksispa'taqn,soap
ksite'kn,ridge pole
ksite'taqn,beloved
ksitun-api,larynx
ksmukati,spear
ksnoqo'qon,foolishness
ksnoqo'weiei,foolish_thing
ksnukuaqn,disease
ksnuku'kuom,hospital
ksnukwaqn,sickness
kspisunabi,belt
kspisunapi,belt
ksukuti,
ksu'skw,hemlock
ksuskwate'kn,tent_flap
kta'n,sea
ktantekewinu,hunter
kta'nuk,harbour
kta'nuksoq,sea coast
ktapekiaqn,song
ktaqamkuk,Newfoundland
ktɨk,other
ktikiewinu'j,drunkard
ktikiewuti,drunkenness
ktikinipn,last_summer
ktikipuk,last_winter
ktikipuk,last_winter
ktikipun,last_year
ktikisapo'nuk,day_after_tomorrow
ktikiwela'kwe'k,night_before_last
ktɨki·,another
kto'qluaqnei,collar
kuasan,dead_(sagging)_tree
kuikn,marrow_bone
ku'jipanji'j,kitten_beaver
kujmuk,outside
kukes,giant cannibal
ku'ku'kwes,owl
kukwa'sit,stoop_to_drink_(human_or_animal)
kukwes,legendary_greedy_wildman
ku'la'ji'j,tub
kulaman,so
kuljie'wei,cross
kuljiewta'sit,crucifix
kuljiewto'sit,cross_oneself
kuljipan,penis
kuljjewto't_na'kwek,Good_Friday
kulkikn,ear wax
kulku'ji'j,tadpole
kulkwi'ji'j,piglet
kulkwi'kemk,ear wax
kulkwi's,pig
kulkwi's mesoqsasit,barbeque
kulkwi'suatp,basket
kulkwi'suatp,short_sled_with_wide_runners
kulkwi'suei,pork
kulkwi'sui-katl,pig's feet
kulkwi'su'mi,lard
kulkwi'suo'kuo'm,sty
kulpatkej,maggot
kulpijuik,river flows underground
ku'lpoq,spring
kulpu'je'kn,pry
kulue'wkji'j,rat
kulumatl,request
kulupeka'sik,"mingled , mixed"
kulwaqji'j,mouse
kume's,scarab
kumuti,haven
kunpeka'tm,snow
kunte'j,pebble
kuntew,stone
kuntewapskek,rocky
kuo'sniman,teaberry
kuosun,moss covered log
kuow,pine
ku'pilsaqn,cradle
ku'pisunl,cradle clothes
ku'pliaqn,dead fall
kupsɨji'j,cup
kuskuj,tree
kuskulko'tu,unravel
kuta'latl,pour
kutan,town
kutana'sit,go_to_town
kutank,town
kutapikwalatl,desalinate
kutapuatk,desalinate
kuta'tat,pour_for_self
kuta'tat,ejaculation
kutatesmatl,spill
kutatestat,spill
kutatestoq,spill
kuta'toq,pour
kuteket,spill
kutputi,chair
kutputi,chair
kutuepu,cormorant
kwanu'sk,drift wood
kwa'taqnatkw,pillow case
kwatej,Iroquois
kwe',Greetings!_(NS_obsolete_(Iroquois?))
kweja'latl,test
kwejaqama'latl,boil
kweja'taqn,target
kweja'toq,test
kwe'kwiamkek,"Port_Hood,_N.S."
kwelapukuemkewei,parable
kwelewistuaqn,parable
kweltamit,feast
kweltamultimk,Friday
kwesatalk,eat sparingly
kwesawe'k,peninsula
kwesawulutasik,break water
kwesekewinu,fortune teller
kwese'wit,cackle
kwesomalikek,"Fort Lawrence, N.S."
kweso'tk,miserly with it
kweso'tm,careful with it
kwestik,freeze
kwestik,eat sparingly
kwetaji-kwet,frown
kwetajikwey,frown
kwetapatm,steep
kwetapatu,
kwetapet,ox
kwetapetesink,dive
kwetapiet,dive
kwetapilasit,
kwetm,taste
kwetmamkewei,"cigarette_(""smoke"")"
kwetmat,smoke
kwetnm,pull it
kwetunut,moose
kwilk,search
kwiluasit,search
kwiluatl,looks_for
kwimu,loon
kwimue'key,loons
kwimu'k,loons
kwi's,son
kwi'sit,jump_(reference_to_fish)
kwitji'j,son
kwitmet,cast_(as_fishing)
kwitn,canoe
kwitna'q,go_by_canoe
k~sawo'q,iron
la'kittaqn,file
lakka'p,cellar
lakka'p,basement
lakkol,cord_of_wood
lakko'la'laq,equal_to_a_cord_(of_wood)
lakla'ns,barn
laklem,cream
laklemamu'k,cream_colored
laklemamuksit,cream_colored
laklus,pitcher
la'ma,serve yourself
lamamk,bottom
la'maqan,ladle
lamaqesn,rotting wood
lamatk,"bushes, in the bushes"
lame'k,underneath
lame'kewei,slip
lamikuo'm,interior_of_the_house
lamiptin,palm_(of_hand)
lamipukwikikwan,eyeball
lamlutaqn,foundation
lampamkwei,vomit
lampo'k,underwater
lampo'q,bottom_of_lake
lampo'q,spring_(water)
lamqamu'k,underground
lamqwan,undershirt
lamso'k,cave
lamulkuk,below_deck
lamuta'lt,mustard
la'mu'tlitewei,clock
lamwa'w,egg yolk
lapa'i,tub
lapaltnewei,holy_water
lapatikn,holy_water_sprinkler
lapa'tko'tewimk,pentecost
lapawji'jitewei,tin
lapayji'j,pitcher
lapeki'sikn,ribbon
lape'lis,yard_(of_measurement)
lapeso'qn,tool for dividing splints
lape'w,rooster
lape'wi'skw,female_animal
lapikot,smallpox
lapikotewit,have_smallpox
lapila'sk,flax_seed
laplesun,prison
lapli'sikn,satin
lapli'siknei,satin_material
lapol,bowl
lapue'l,frying_pan
lapue'l,pan
la'puktaqanikalatl,set_snare
la'puktaqaniket,set_snares
lapukwan,three_masted_sailing_ship
laputi,spy_glass
laputia'tekey,telescope
laputi'l,binoculars
laputi'mekw,grampus_whale
la'qan,wound
la'qn,gash
laqpa'taqn,shoelace
laqpilaqan,drape
laqsun,sheet
lasiantejk,lantern
lasinamei,chimney
lasko'plaw,plank
laskuaw,snowshoe
laskukutimk,card_playing_time
laskukwaqan,card_game
laskukwet,plays_a_card_game
lassiet,plate
lasup,soup
lasupe'ji'j,savory
la'taqsun,bucket
la'taqsuna'laq,equivalent_to_pail
la'taqsuna'lat,equivalent_to_pail
lati'm,share
latto'law,bull
lawtis,should
lekepilaqan,window_shade
lentuk,deer
leppie,foot_(in_measurement)
le'siklewe'l,rye
lessow,bucket
Lesui'p,Jew
likasuti,refuge
likpeniken,basket
likpeta'w,white_ash_tree
likpete'kn,splints
likpete'knapi,ash_strip_(for_weaving_baskets)
lipqutamu'n,lady's slipper
lipqutanikei,top
lipsoqnke'wj,grasshopper
lisknuaqan,weaving
lisknuaqn,sheen_(for_weaving_baskets)
lisqi'kn,clothes_trunk
Listukuj,Listuguj
listukujewa'tuet,imitate_Listuguj_dialect
Listukuji'j,Miramichi River
li'taqn,type
lɨtqa'mun,arrowhead
lke'kn,hoe
lkeso'qon,plow
lketu,mushroom
lketueket,gather_mushrooms
lkowaqan,job
lkowaqana'latl,bother
l'kowaqna'toq,bother
l'kusuaqan,ladder
l'kwetu te'sipow,mare
l'kwetu tia'm,moose
l'kwetuk,female_animal
l'kwetuk,female_mammal
l'lipqama'taqn,(toy)_top
lluiknek,seven
lluiknek_te'siska'q,seventy
llutaqan,fence
llutaqanatkw,fence_post
l'lutaqnatkw,post
lmu'j,dog
lmu'ji'j,pup
lmu'ji'jmit,have_pups
l'mu'juo'kuo'm,kennel
lmu'ju'pa'q,neap_tide
l'napsku'k,wampum
l'naqanatkw,wooden_handle
l'natkw,spruce
l'ne'ju,birchen
l'nekalaw,rib of a ship
l'netku'l,moss
lnim,besides
l'noqm,tree
l'no'qo'm/k,skate/s
Lnu,native
lnuapskw,Indian_rock
lnueiei,pertaining_to_natives
lnue'kati,aboriginal_community
l'nuimi,speak mi'kmaq to me
lnuipi,native_paddle
lnui'sit,speak_native_language
lnuoqta'w,statue
lnu'skw,native_woman
lnu'tesink,dance_native_style
lnuwi'tɨk,refer_to_something_by_its_aboriginal_name
lnu_alasutmamk,Native_mass
lnu_saqamaw,native_chief
lo'q,well
lo'qmkatikn,handle
loqomoqwa'taqn,wrapper
loqte'kn,trap
loqte'knikalatl,to_trap
loqte'kniket,trap
loqtnema't,have_bad_breath
loqwistaqan,(basket)_hoop
lo'q_etuk,so_probably
lpa,really!_(emphatic_particle)
lpa'tuj,boy
lpa'tu'ji'j,small_boy
lpa'tujuit,be_a_boy
lpa'tu's,young_man
lpa_jikaw,all_gone!
lpa_mu,not_even_(takes_negative_verb_form)
lpa_wijei_aq,same_as
lsaqta'w,trough
l'siskl,daisy
Lsɨtkuk,Bear_River
l'taqnikunei,spinning wheel
lukowaqan,task
lukowaqanit,bothersome
lukowaqna'teket,bothersome
lukowaqna'teket,pest
lukowaqnei,tool
lukowaqne'kmuti,tool_kit
lukowinu,worker
lukowinui'skw,worker
Lukowo'kn,office
lukowo'kuo'm,office
luksaqtew,coal
luksɨji'j,youngster
lukwaqna'lik,mo;est
lu'kwejk,compass
lukwe'k,between
lukwewaqna'teket,make_or_cause_trouble
lusaqat/ow/al,coal
lu'sekn,fire_poker
lusknikn,bannock
luskwatikn,spit
lu'sueskwewa'sit,perform_duties_of_prospective_daughter·in·law
lu'sueskwewit,is_a_daughter·in·law
lu'sukwewa'sit,becomes_a_son·in·law
lu'sukwewa'timk,brideprice_activity
lutmaqan,gossip
lutmaqaniket,spread_rumors
lutqamun,harpoon
lutqutaw,sash
maja'sit,leave
maja'sitewiku'sk,September
MAJEKEJI,FLAPS
majiaqa'latl,scold
majjoqtelikn,arrow
majjoqteliknji'j,pear
majjoqteliknji'j-wemu'si,pear tree
majo'qiaq,wobble
majo'qiet,wobble
majukkwalatl,keep_in_time_with
majukkwatk,keep_in_time_with
majulkwaltuktikl,following each other
makasana'sit,go_to_a_store
makota'q,wear_a_dress
makotm,petticoat
makun,slush_(on_river)
mala,over_there
malapit,see_poorly
malaptɨk,looks_weak
mala'sit,not_doing_well_(health)
malatalk,eat_little
malatek,poor light
male'k,lazy
male'k,lazy
Ma'li,Virgin_Mary
maliaptɨk,bother
malie'w-apu,feast
malie'wit,marry
malie'wuti,marriage
mali'japa'qawei,golden_thread_(root)
malikeiwatl,play_with
malike'w,keg
malike'wa't,equal_or_equivalent_to_barrel
malikewe'j,Mollygowatch
malike'wji'j,keg
malikmatl,mock
maliko'tk,play_with
malikuwi'tuksin,nick name
malikwat,mentally_lazy
malikwek,grow_at_a_slow_pace
malikwet,grow_at_a_slow_pace
malipqwanj,hazelnut
malipqwanjmusi,hazelnut_bush
mali'sit,speak_poorly
malja't,stagger_slowly
maljewe'j,youngster
maljewe'juit,young
maljoqm,tree
malkaq,put_off_schedule
malkata'i,palsy
malkata't,weak_legs_or_feet
malkupaqteskɨk,hold_or_pin_down_by_covering
malkupaqteskuatl,hold_or_pin_down_by_covering
malo'pj,lazy_person
malo'qn,sloth
malpale'wit,doctor
malpale'witewi'skw,woman_doctor
malqujjeteskasik,trample
malqumatl,eat
malqu'n,thigh
malqutk,eat
malqwi'kn,pole pole_or_heavy_object_used_to_secure_down_wigwam_coverin g
malqwi'kn,brace
mals,flint
malsan,storekeeper
malsani'skw,storekeeper's wife
malsani'skwe'j,storekeeper's daughter
malsa'sik,flinted_(as_gun)
malsi'kws,duck wood
malsnawei,mountain_maple
malsulianapsku'j,plantain leaf
maltejuwei,beetle
maltew,blood
maltewa'latl,get_blood_on
maltewalqasi,bloody hole
maltewa'toq,get_blood_on
maltewatpay,bloody head
malteweknejkl,blood root
maltewiaq,bleed
mal'tewiejit,beet
maltewiet,bleed
maltewik,bloody
maltewikatay,bloody feet
maltewikjay,blood bum
maltewikwai,bloody face
maltewiptinay,bloody hands
maltewit,bloody
maltewpekiaq,blood blister
maltewsatl,cause_to_bleed_by_cutting
maltewsɨk,cause_to_bleed_by_cutting
maltewta'tl,cause_to_bleed_by_striking
maltewte'k,cause_to_bleed_by_striking
maltewtesink,bleed_as_a_result_of_a_fall
maltewtesk,bleed_as_a_result_of_a_fall
maltewtesmatl,cause_to_bleed_by_a_fall
maltewtestoq,causes_to_bleed_by_a_fall
maltujuei,hammer
maltujuei,drumstick
maltujuei-atkw,hammer_handle
malukuna't,have_weak_back
ma'm,mother
mamuniksalatl,love_very_much
mamunipsaq,snow_heavily
ma'munlaq,rain_heavily
manasulkw,warship
manik,ripe
mapos,pocket
maposewe'sm,oppossum
maqa'latl,enlarge
maqalqasit,have_large_hole
maqalqikwat,have_large_eyes
maqalqi-piktit,farts loudly
maqalqutnat,mouth
maqamikew,earth
maqamikewa'sit,go_by_land
maqamikewei,terrestial
maqamikewe'j,yellow jacket
maqana'latl,
maqanat,outwitted
maqanat,confused
maqanimatl,?
maqapskek,large_and_globular
maqapskisit,fat
maqapskisit,fat
maqapskɨsit,large_and_round
maqapskɨtiat,have_a_big_and_round_belly
maqapskusuat,have_large_testicles
maqa'q,big_and_round_(cylindrical)
maqatewatalk,snacks
maqatewei,temporary_replacement
maqatkwik,waves are big
maqa'toq,enlarge
maqatpat,big_headed
maqatuatl,loan
maqatue'k,lives_simply
ma'qi,carcass
maqijjikwat,have_big_bowel_movement
maqi'kan,house is big
maqikjat,have_big_buttocks
maqipsaq,snowflakes
maqiptnat,have_big_hands
maqiske'k,wide
maqi'squnat,nose is big
maqi'squnay,nose is big
maqi'staqanat,have_big_ears
maqitna't,have_big_nostrils
maqit-tku'kwek,waves roar in the distance
maqitutk,acts big
maqi-wktulit,have_a_big_boat
maqi·wilnuit,have_large_tongue
maqo'pj,bully
maqo'qiptnat,have_big_arms_(in_girth)
maqo'qonikatat,legs have_big_legs in girth
maqoqsit,big_(in_girth)
maqsitat,have_big_feet
maqtew-alukiaq,cloud
maqtewamu'k,blackish
maqtewamuksit,blackish
maqtewa'qewei,penny
maqtewe'k,black
maqtewikjat,black·bottomed
maqtewikneksit,dark_complexioned
maqtewiman,blackberry
maqtewipqaji'jit,spade_(in_cards)
maqtewi'tuat,have_a_black_beard
maqtewoqsit,darkened_from_fire
maqtewoqtek,dark tanned
maqtoqo'qunaqn,paint
maqtowmanijk,plum
maqtunat,blabbermouth
maqune'k,least
masano'kuo'm,store
masaqiet,aroused
maskelket,estrange
maskelmatl,hate
maskeltaqn,hatred
maskeltɨk,hate
maskukwimk,hospitality
maskwe's,young_birch_tree
maskwe'siman,pin cherry
maskwe'simanaqse'kati,birch_grove
maskwe'simanaqsi,pin_cherry_ tree
maskwe'simusi,birch_genus
maskwi,white birch bark
maskwi,birch
masqo'laji,store(pl)
masqo'tasit,put_things_away
masqo'toql,store_(plural)
masqupa'toq,puts it away for safe keeping
masquta'tl,quickly_hide
masqute'k,quickly_hide
masqwa'latl,put_away
masqwa'tasit,jailed
masqwa'toq,put_away
massaqa'sit,takes_advantage_of _the_situation(jnw ewm 02.06.27)
massaqiet,sexually_aroused_or_stimulated
massaqte'ket,instigate
masu'mi,perfume
masu'si,fern
masu'ske'ji'j,garden
masu'skek,meadow
mataluat,wags
matama'sit,walk_towards_the_road
matamasukwet,wades ashore
matamasumte'ket,wades_through_snow_towards_the_road
mataqa'sik,pulse
mataqa'tekey,ring the bell
mataqte'm,strum
matawa'l,goes around once
matesm,coyote
matkete'ket,cultivate
matkoqima'q,brackish
matkwa'sit,bow_down
matkwetesink,wags
matkwetm,beckon
matkwetoq,bow_to
matkwetuatl,bow_to
matkwiaq,
matlot,sailor
matnaqewaqan,fight
matnatl,fight_or_struggle_against
matnekemk,military
matneket,fight
matnekewinu,fighter
matnk,fight_or_struggle_against
matntijik,fight
matntimk,war
matnukteskewei,head_cheese
matoqestoq,wags
mato'qiaq,sway
mato'qiet,sway
matquney,tap your feet
mattaqa'toq,pull_on_to_make_sound_(as_bell)
mattaqta'tl,pluck_(as_string)
mattaqte'k,pluck
mattaqte'kemkewei,telephone
mattaqte'ket,send_wire_or_telegram_message
mattaqte'kewt,telegram
matta'tl,spank
mattejjuei,hammer
matte'k,beat
mattelikn,arrow
mattelk,shooting_at
matteluatl,shoot_at
mattesink,shaking
mattesk,shake
mattesk,twitches
matuapetesink,glance
matua'sit,wander_off_unintentionally
matuatalk,eat_a_little
matues,porcupine
matuesuei,porcupine meat
matuesue'key,porcupine hunting
matukwek,rocks
ma'tukwen,sea sick
matu'mimajit,lives_simply
matu'nmat,frugal
matu'patl,eat_scraps
matu'te'muatl,trim_hair
matu'tɨk,eat_a_bit_of
mawaknutmajik,talk_together
maw-aknutmajik,council
mawamkɨpijik,piled_together
mawamkɨtekl,piled_together
mawa'tajik,share_expense
mawa'tatimkewei,confederacy
mawe'kik,live_together
mawia'tijik,gather
mawiejik,gather_together
mawiklulk,very_good
mawiklu'sit,very_good
mawi-mijisultijik,eating together
mawi-msiki'k samqwan,
mawio'mi,formal_gathering
mawio'mi,gang
mawisetesink,contract
mawisetesk,contract
mawita'jik,gather_together
mawita'mk,meeting
mawi-tplutaqatimk,council
mawiulta'sit,become_ecstatic
mawiulta'suaqan,joyful_time
mawi-wjaqama'tu,cook by boiling it altogether
maw-kamik,corpulent
mawkamit,corpulent
mawkiljet,calculate
mawkimatl,include_in_the_count
mawkitk,include_in_the_count
maw-lukuti'k,work together
mawlukwalatl,include_in_the_repairs
mawlukwatk,include_in_the_repairs
mawo'laji,gather_up
mawo'majik,group
mawo'majik,gang
mawo'tasit,gather
mawo'toqol,gather_up
mawpisit,bundled
mawpit,bunched_together
mawpitek,bundled_up
mawsa'latl,build_a_fire_in_the_stove_or_furnace
mawsa'tat,make_fire_inside
mawsa'teket,make_a_fire_(in_stove_or_furnace)
mawsa'toq,fire
mawske'knei,rake
mawta'qn,harmonica
mawta'tl,
mawtek,included
mawte'k,collect
mawte'k,collect
mawteskɨk,crumple_with_feet
mawteskikl,crumple
mawumamk,collection
maw-wissukwatm,cook it altogether
maw_pilei,very_new
maw_pisit,packaged_with
maw_pitek,included_in
maw_winjik,very_bad
maw_winjit,very_bad
me'j,still
me'j pa,anyhow
mejelapeka'tu'nl,intertwine your legs
mejikamuksit,have_dirty_appearance
mejikapewit,have_dirty_face
mejike'k,dirty
mejikikjay,bum is dirty
mejikikway,face is dirty
mejikkumet,wear_dirty_clothes
mejikulkw,dirty_canoe
mejikulkw,dirty_sink
mejilapaqtek,knotted
mejimkitek,tight
mejit_newt,one_more_time
mejjilsit,defecate_on_oneself
mejjukwat,have_bowel_movement
mejkiet,undergo_rigor_mortis
mejlapeka'tuan,intertwine you legs
me'ka'sik,flow_rapidly
me'ka'sɨk,overactive
me'ka'sit,overact
meka'sualatl,make_a_big_fuss_over
me'ka'teket,overdo
me'ke'k,snobbish
mekenk,have_many
me'kepaji,eat_plenty_of
meketa'ji,acquire_plenty_of
mekete'k,acquire_plenty_of
mekete'kl,acquire_plenty_of
meketk,eat_plenty_of
meketkl,eat_plenty_of
me'kiksitesink,badly_injured
mekite'lmatl,think_highly_of
mekitelsit,conceited
mekite'tasɨk,highly_praised
mekite'tasit,highly_praised
mekite'tk,think_highly_of
me'kiwju'sɨk,gale_force_wind
me'ki·ula'teket,do_wondrous_things
mekloqiaq,turn_red_(as_of_sky)
meknaji,gather
meknatl,pick_up
meknk,pick_up
meknkl,gather
mekopa'q,wine
me'ko'pj,snob
me'koqomkwejk,dogwood
me'koqsit,burnt bad
meko'tik,expensive
meko'tit,expensive
mekpa'q,cleft
mekpek,bloated
mektɨk,doubt
mektm,doubt
mektm,doubt
mektuatl,doubt
mekunik,icy
me'kusit,overcharges_for_labour
mekwa'ik,middle
mekwa'latl,make_red
mekwalkikwate'w,red eyed
mekwamkusi,wilson's snipe
mekwamu'k,reddish
mekwamuksit,reddish
mekwapskek,red_and_round
mekwapskɨsit,red_and_round
mekwasa'latl,attach
mekwasa'toq,attach
mekwaspit,attached
mekwastek,attached
mekwa'taqan,rouge
mekwa'tat,put_on_a_rouge
mekwatesk,northern_lights
mekwatetesink,flash_red
mekwatetesk,flash_red
mekwa'toq,make_red
mekwe'jit,beet
mekwe'k,red
mekwe'k_snawei,soft_maple (red?)
mekwe'saqa'sit,turn_red
mekwe'saqsit,ruddy_complexion
mekwi,bloated
mekwik,swollen
mekwit,swollen
mekwpemkewei,bloatedness
mekwulkw,red_canoe
meljikapskek,lump
melka'latl,harden
melkali'kiaq,crusted snow
melkapek,tough_(to_eat)
melkapekisk,tough_and_stringy
melkapjit,have_strong_grip
melkaqamikek,stiff
melkaqanatpat,bald_(headed)
melka'sɨk,harden
melka'sit,harden
melka'tay,erection
melka'toq,harden
melkatpay,hard headed
melkatpay,blockhead
melke'k,hard
melkiaqasit,muscular
melkɨja't,constipated
melkikiaq,stiff
melkikit,solidly_built
melkiknaq,strong
melkiknat,strong
melki-pukua'tu,establish
melki'taqanat,have_strong_neck
melkita't,courageous
melknat,resilient
melkwiskat,sleep paralysis
mel'suapu,strong_brew
meltam,former
meltami,first
meltamtuk,first position
meluij,especially
meluij,especially
meluij oqo,seriously!
meluij oqo_na,seriously!(dmm 02-05-27)
melume'k,humid
memke'k,field
memke'k,field
